PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,AgeGroup,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,TotalSpend,Name,Transported,testset
0053_01,Earth,False,F/11/S,TRAPPIST-1e,25.0,2.0,False,0.0,0.0,1938.0,0.0,1.0,1939.0,Elson Hickerson,True,0
0056_01,Europa,False,A/1/S,TRAPPIST-1e,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Okulas Tractive,True,0
0056_02,Europa,True,A/1/S,TRAPPIST-1e,38.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Instab Tractive,True,0
0056_03,Europa,False,A/1/S,TRAPPIST-1e,27.0,3.0,False,279.0,605.0,3374.0,286.0,3.0,4547.0,Zinoces Tractive,True,0
0058_01,Earth,True,G/7/S,PSO J318.5-22,36.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Warry Ayalazquez,False,0
0061_01,Earth,False,F/12/S,TRAPPIST-1e,22.0,2.0,False,45.0,1096.0,148.0,1377.0,1.0,2667.0,Shanya Salez,False,0
0062_01,Earth,False,F/13/S,TRAPPIST-1e,62.0,5.0,False,0.0,592.0,0.0,17.0,25.0,634.0,Sterry Greeves,False,0
0064_01,Mars,True,F/14/S,TRAPPIST-1e,15.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,True,0
0064_02,,True,E/3/S,TRAPPIST-1e,33.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Colatz Keen,True,0
0066_01,Earth,False,G/6/P,TRAPPIST-1e,62.0,5.0,False,1.0,153.0,197.0,0.0,460.0,811.0,Diandy Pecketton,False,0
0067_01,Earth,True,G/10/S,PSO J318.5-22,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Ninaha Leeves,True,0
0067_02,Earth,False,G/10/S,TRAPPIST-1e,18.0,2.0,False,1.0,258.0,446.0,0.0,0.0,705.0,Celine Leeves,True,0
0067_03,Earth,False,F/15/S,55 Cancri e,21.0,2.0,False,1946.0,37.0,0.0,0.0,24.0,2007.0,Velyne Leeves,False,0
0068_01,Mars,False,E/4/S,TRAPPIST-1e,26.0,3.0,False,793.0,0.0,2.0,253.0,0.0,1048.0,Cinst Binie,False,0
0069_01,Earth,False,F/16/S,TRAPPIST-1e,42.0,4.0,False,887.0,0.0,9.0,6.0,0.0,902.0,,True,0
0070_01,Earth,False,F/13/P,TRAPPIST-1e,19.0,2.0,False,190.0,0.0,5.0,1.0,726.0,922.0,Meremy Brighttt,False,0
0071_01,Earth,False,F/14/P,TRAPPIST-1e,17.0,1.0,False,16.0,2165.0,0.0,0.0,52.0,2233.0,Nelly Dillines,False,0
0072_01,Earth,False,F/17/S,TRAPPIST-1e,14.0,1.0,False,0.0,1.0,0.0,0.0,1063.0,1064.0,Thell Brantuarez,False,0
0073_01,Mars,False,D/3/P,PSO J318.5-22,37.0,4.0,False,46.0,83.0,738.0,0.0,12.0,879.0,Gorn Make,False,0
0074_01,Europa,False,C/3/S,TRAPPIST-1e,42.0,4.0,False,1.0,8397.0,0.0,0.0,506.0,8904.0,Aldibah Mostedry,True,0
0076_01,Mars,False,F/18/S,TRAPPIST-1e,27.0,3.0,False,147.0,0.0,1018.0,0.0,0.0,1165.0,Conk Dal,True,0
0077_01,Mars,False,F/15/P,TRAPPIST-1e,28.0,3.0,False,14.0,0.0,1295.0,0.0,0.0,1309.0,Pon Blité,True,0
0078_01,Europa,False,C/4/S,TRAPPIST-1e,38.0,4.0,False,0.0,5840.0,0.0,321.0,9654.0,15815.0,Spuri Pokerheed,False,0
0081_01,Earth,True,G/13/S,TRAPPIST-1e,13.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Dellie Vinozarks,False,0
0082_01,Mars,False,F/16/P,TRAPPIST-1e,42.0,4.0,False,7406.0,0.0,0.0,0.0,0.0,7406.0,Totse Datte,False,0
0082_02,Mars,True,F/16/P,TRAPPIST-1e,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Eaturs Datte,True,0
0082_03,Mars,False,F/16/P,TRAPPIST-1e,8.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,True,0
0084_01,Earth,False,G/14/S,TRAPPIST-1e,24.0,2.0,False,688.0,0.0,0.0,0.0,17.0,705.0,Coren Coopezmaney,True,0
0085_01,Europa,True,C/5/S,TRAPPIST-1e,40.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Furudah Ellcefulve,True,0
0086_01,Earth,False,F/17/P,TRAPPIST-1e,43.0,4.0,False,211.0,0.0,0.0,638.0,513.0,1362.0,Jodye Kinson,False,0
0088_01,Mars,True,E/5/S,PSO J318.5-22,45.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Stmeal Sacre,True,0
0090_01,Earth,True,G/15/S,TRAPPIST-1e,35.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Heremy Santry,True,0
0091_01,Earth,True,G/16/S,TRAPPIST-1e,26.0,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Deanne Yorkland,True,0
0091_02,Earth,False,F/20/S,TRAPPIST-1e,27.0,3.0,False,1.0,697.0,31.0,188.0,0.0,917.0,Tinez Yorkland,False,0
0092_01,Earth,False,G/9/P,TRAPPIST-1e,19.0,2.0,False,0.0,0.0,670.0,1.0,34.0,705.0,Gracy Dunnisey,False,0
0092_02,Earth,True,G/9/P,TRAPPIST-1e,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Stald Hewson,True,0
0092_03,Earth,True,G/9/P,TRAPPIST-1e,3.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Tiney Hewson,True,0
0097_01,Europa,False,A/2/S,TRAPPIST-1e,54.0,5.0,False,0.0,1208.0,0.0,3.0,637.0,1848.0,Alchium Fictful,False,0
0098_01,Earth,False,G/11/P,TRAPPIST-1e,26.0,3.0,False,0.0,856.0,5.0,32.0,0.0,893.0,Doria Carezquez,False,0
0098_02,Earth,False,G/11/P,TRAPPIST-1e,26.0,3.0,False,0.0,2811.0,957.0,0.0,87.0,3855.0,Leence Carezquez,True,0
0099_01,Earth,False,F/19/P,PSO J318.5-22,23.0,2.0,False,311.0,427.0,526.0,37.0,0.0,1301.0,Aliey Leetersoney,False,0
0099_02,Earth,,G/12/P,TRAPPIST-1e,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Thewis Connelson,True,0
0101_01,Mars,True,,TRAPPIST-1e,31.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Book Trad,True,0
0102_01,Earth,False,F/23/S,TRAPPIST-1e,18.0,2.0,False,0.0,0.0,0.0,830.0,91.0,921.0,Ritany Holson,False,0
0103_01,Earth,False,F/24/S,TRAPPIST-1e,24.0,2.0,False,0.0,0.0,0.0,0.0,17.0,17.0,Arlen Mclainez,True,0
0103_02,Earth,True,G/18/S,55 Cancri e,9.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Shaele Mclainez,True,0
0103_03,Earth,True,G/18/S,TRAPPIST-1e,6.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Fanne Mclainez,False,0
0105_01,Earth,,F/21/P,TRAPPIST-1e,27.0,3.0,False,0.0,0.0,570.0,2.0,131.0,703.0,Carry Cleachrand,False,0
0107_01,Mars,False,D/2/S,TRAPPIST-1e,21.0,2.0,False,1743.0,5.0,17.0,0.0,0.0,1765.0,Coobix Hart,False,0
0108_01,Earth,True,G/19/S,TRAPPIST-1e,23.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Natald Handertiz,False,0
0108_02,Earth,False,G/19/S,TRAPPIST-1e,31.0,4.0,False,562.0,0.0,326.0,0.0,0.0,888.0,,False,0
0108_03,Earth,False,G/19/S,TRAPPIST-1e,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Oline Handertiz,True,0
0110_01,Europa,False,,TRAPPIST-1e,32.0,4.0,False,0.0,410.0,6.0,3929.0,764.0,5109.0,Graviph Aloubtled,False,0
0110_02,Europa,,B/5/P,TRAPPIST-1e,40.0,4.0,False,0.0,331.0,0.0,0.0,1687.0,2018.0,Aldeba Bootious,False,0
0110_03,Europa,False,B/5/P,TRAPPIST-1e,42.0,4.0,False,2209.0,11418.0,0.0,1868.0,445.0,15940.0,Alaratz Aloubtled,True,0
0110_04,Europa,True,B/5/P,TRAPPIST-1e,28.0,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Izark Aloubtled,True,0
0111_01,Europa,True,E/6/S,TRAPPIST-1e,29.0,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Aldera Supred,True,0
0112_01,Europa,False,B/1/S,55 Cancri e,48.0,4.0,True,0.0,2537.0,87.0,17.0,13.0,2654.0,Moth Cowtale,True,0
0113_01,Earth,False,F/23/P,TRAPPIST-1e,64.0,5.0,False,0.0,0.0,804.0,0.0,0.0,804.0,Idary Carvis,True,0
0114_01,Earth,False,G/20/S,TRAPPIST-1e,27.0,3.0,False,82.0,157.0,429.0,238.0,1.0,907.0,Maura Beckerson,False,0
0115_01,Mars,,F/24/P,TRAPPIST-1e,26.0,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Rohs Pead,True,0
0116_01,Europa,False,D/4/P,TRAPPIST-1e,33.0,4.0,False,1.0,2223.0,0.0,12.0,404.0,2640.0,Alhenah Suptive,True,0
0119_01,,False,A/0/P,TRAPPIST-1e,39.0,4.0,False,0.0,2344.0,0.0,65.0,6898.0,9307.0,Batan Coning,False,0
0119_02,Europa,True,A/0/P,TRAPPIST-1e,13.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Kleeiak Coning,True,0
0120_01,Mars,True,F/25/P,TRAPPIST-1e,24.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Bees Sacre,True,0
0122_01,Earth,False,G/21/S,TRAPPIST-1e,29.0,3.0,False,0.0,0.0,0.0,699.0,74.0,773.0,Shelle Hayder,False,0
0123_01,Earth,False,F/27/P,TRAPPIST-1e,18.0,2.0,False,55.0,597.0,49.0,0.0,1.0,702.0,Iree Fielson,False,0
0126_01,Mars,True,F/27/S,TRAPPIST-1e,67.0,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Milly Mish,True,0
0127_01,Mars,False,E/7/S,TRAPPIST-1e,35.0,4.0,False,701.0,0.0,296.0,0.0,25.0,1022.0,Miloss Mesty,False,0
0128_01,Mars,False,D/3/S,TRAPPIST-1e,61.0,5.0,True,2353.0,334.0,9.0,316.0,2.0,3014.0,Grohs Fles,False,0
0128_02,Mars,False,E/8/S,TRAPPIST-1e,45.0,4.0,False,2103.0,6.0,0.0,0.0,0.0,2109.0,Barave Fles,False,0
0129_01,Earth,True,G/22/S,PSO J318.5-22,22.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Race Fowles,True,0
0133_01,Mars,True,F/29/S,TRAPPIST-1e,19.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Flynx Blie,True,0
0133_02,Mars,False,D/5/S,TRAPPIST-1e,36.0,4.0,False,2738.0,0.0,0.0,0.0,0.0,2738.0,Egrasp Blie,False,0
0134_01,Earth,False,G/17/P,TRAPPIST-1e,19.0,2.0,False,0.0,14.0,730.0,0.0,0.0,744.0,Camina Harmontry,True,0
0136_01,Earth,False,G/23/S,PSO J318.5-22,47.0,4.0,False,97.0,418.0,126.0,25.0,55.0,721.0,,False,0
0138_01,Earth,True,G/18/P,TRAPPIST-1e,13.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Fayene Gambs,True,0
0138_02,Earth,False,E/5/P,,34.0,4.0,False,0.0,22.0,0.0,564.0,207.0,793.0,Monah Gambs,False,0
0139_01,Europa,True,C/6/S,55 Cancri e,35.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Charda Myling,True,0
0140_01,Earth,True,G/19/P,TRAPPIST-1e,24.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Evaley Mejiaddox,True,0
0140_02,Earth,False,F/29/P,TRAPPIST-1e,26.0,3.0,False,440.0,0.0,0.0,0.0,462.0,902.0,Verney Whitakers,False,0
0141_01,Mars,False,F/30/P,TRAPPIST-1e,31.0,4.0,False,0.0,0.0,97.0,0.0,0.0,97.0,Pyrohs Harte,False,0
0144_01,Earth,False,F/31/S,TRAPPIST-1e,20.0,2.0,False,0.0,420.0,210.0,0.0,0.0,630.0,Guadae Dayers,True,0
0146_01,Earth,False,G/25/S,TRAPPIST-1e,56.0,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Verly Wolferguson,False,0
0147_01,Earth,True,G/26/S,TRAPPIST-1e,50.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Samie Hubbarrison,True,0
0148_01,Mars,False,F/31/P,TRAPPIST-1e,42.0,4.0,False,1072.0,0.0,10.0,0.0,76.0,1158.0,Corsh Pashe,False,0
0149_01,Earth,True,G/27/S,55 Cancri e,26.0,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Billya Hubbarrison,True,0
0151_01,Earth,True,G/20/P,55 Cancri e,38.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Shanie Simson,False,0
0152_01,Earth,False,F/32/P,,41.0,4.0,False,0.0,0.0,0.0,0.0,607.0,607.0,Andan Estron,False,0
0160_01,Earth,False,G/22/P,TRAPPIST-1e,22.0,2.0,False,4119.0,0.0,0.0,0.0,61.0,4180.0,Gory Atkinney,False,0
0163_01,Europa,True,B/8/P,TRAPPIST-1e,26.0,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Kabiton Hetforhaft,True,0
0163_02,Europa,True,B/8/P,TRAPPIST-1e,17.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Scharab Hetforhaft,True,0
0164_01,Earth,False,G/28/S,TRAPPIST-1e,57.0,5.0,False,50.0,1688.0,0.0,0.0,135.0,1873.0,Fany Hutchinton,True,0
0164_02,Earth,True,G/28/S,PSO J318.5-22,17.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Ianya Hutchinton,False,0
0165_01,Mars,True,F/37/P,TRAPPIST-1e,35.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,Graven Anche,True,0
0167_01,Mars,True,F/35/S,TRAPPIST-1e,13.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Miten Floaf,True,0
0167_02,Mars,False,F/35/S,TRAPPIST-1e,27.0,3.0,False,1365.0,0.0,48.0,22.0,137.0,1572.0,Rios Floaf,False,0
0169_01,Earth,True,G/23/P,TRAPPIST-1e,31.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Wandy Fisherry,False,0
0170_01,Earth,False,E/10/S,TRAPPIST-1e,24.0,2.0,False,0.0,0.0,0.0,221.0,567.0,788.0,Mollie Mcmahoney,False,0
0171_01,Earth,True,G/30/S,PSO J318.5-22,19.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Coracy Gordanieves,True,0
0172_01,Earth,True,G/24/P,TRAPPIST-1e,32.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Hanna Johnshines,True,0
0173_01,Earth,,E/11/S,TRAPPIST-1e,58.0,5.0,False,0.0,985.0,0.0,5.0,0.0,990.0,Hilip Grifford,True,0
0174_01,Earth,False,F/38/P,55 Cancri e,21.0,2.0,False,287.0,0.0,16.0,115.0,175.0,593.0,Doryn Lambles,False,0
0177_01,Europa,False,B/2/S,TRAPPIST-1e,38.0,4.0,False,0.0,10346.0,1.0,14970.0,2111.0,27428.0,Toperon Iniouser,False,0
0178_01,Mars,False,D/6/S,TRAPPIST-1e,38.0,4.0,False,3414.0,0.0,161.0,28.0,119.0,3722.0,Wees Knik,False,0
0179_01,Earth,False,G/26/P,TRAPPIST-1e,19.0,2.0,False,1.0,219.0,673.0,2.0,11.0,906.0,Elaney Webstephrey,True,0
0179_02,Earth,False,G/26/P,TRAPPIST-1e,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Raque Webstephrey,False,0
0179_03,Earth,False,G/26/P,TRAPPIST-1e,3.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Sallyl Webstephrey,True,0
0181_01,Earth,False,G/27/P,TRAPPIST-1e,20.0,2.0,False,0.0,0.0,3.0,299.0,92.0,394.0,Nancis Brighttt,False,0
0182_01,Europa,True,C/3/P,TRAPPIST-1e,24.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Ksorab Disight,True,0
0183_01,Earth,False,F/36/S,TRAPPIST-1e,37.0,4.0,False,17.0,146.0,426.0,0.0,232.0,821.0,Stany Weaves,True,0
0186_01,Earth,False,G/28/P,TRAPPIST-1e,25.0,2.0,False,62.0,0.0,0.0,0.0,956.0,1018.0,Camiet Shephendry,False,0
0188_01,Earth,True,G/31/S,TRAPPIST-1e,56.0,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Branda Romez,True,0
0189_01,Earth,False,E/8/P,55 Cancri e,49.0,4.0,False,84.0,3.0,401.0,202.0,98.0,788.0,Helly Booters,False,0
0190_01,Earth,True,G/32/S,55 Cancri e,11.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,False,0
0192_01,Earth,True,G/29/P,TRAPPIST-1e,1.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Tance Adavisons,True,0
0192_02,Earth,False,G/29/P,TRAPPIST-1e,8.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Robyny Adavisons,False,0
0192_03,Earth,False,G/29/P,TRAPPIST-1e,39.0,4.0,False,0.0,0.0,10.0,898.0,0.0,908.0,Lilace Adavisons,False,0
0193_01,Mars,True,F/41/P,TRAPPIST-1e,2.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Sps Raf,True,0
0193_02,Mars,False,F/41/P,TRAPPIST-1e,23.0,2.0,False,0.0,0.0,8.0,1072.0,0.0,1080.0,Frook Raf,False,0
0193_03,Mars,False,F/41/P,TRAPPIST-1e,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Goles Raf,True,0
0195_01,Mars,False,F/42/P,TRAPPIST-1e,39.0,4.0,False,406.0,0.0,867.0,0.0,0.0,1273.0,Bar Floaf,True,0
0196_01,Mars,False,D/5/P,PSO J318.5-22,25.0,2.0,False,1052.0,0.0,719.0,0.0,7.0,1778.0,Caper Emead,False,0
0197_01,Europa,False,C/5/P,TRAPPIST-1e,36.0,4.0,False,0.0,972.0,0.0,795.0,575.0,2342.0,Astrak Dissper,False,0
0198_01,Earth,,G/30/P,PSO J318.5-22,52.0,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Jeroy Cookson,True,0
0199_01,Earth,True,G/33/S,TRAPPIST-1e,18.0,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Regana Morrows,False,0
0200_01,Earth,True,G/31/P,TRAPPIST-1e,15.0,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Elia Colomonson,True,0
0201_01,Europa,True,B/3/S,TRAPPIST-1e,35.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Kaffias Bacistion,True,0
0201_02,Europa,True,B/3/S,TRAPPIST-1e,47.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Edaruma Bacistion,True,0
0202_01,Europa,True,B/9/P,55 Cancri e,45.0,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Pomera Embleng,True,0
0202_02,Europa,False,A/2/P,55 Cancri e,26.0,3.0,False,0.0,2433.0,0.0,878.0,443.0,3754.0,Vegas Embleng,True,0
0203_01,Europa,True,C/8/S,TRAPPIST-1e,51.0,5.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Ancham Heateele,True,0
0205_01,Earth,False,G/34/S,TRAPPIST-1e,29.0,3.0,False,0.0,2.0,66.0,0.0,705.0,773.0,Carma Oneiles,False,0
